X,Y,name,amenity,shop,tourism,ele,cuisine,addr:housenumber,addr:street,addr:city,addr:postcode,religion,addr:state,leisure,denomination,website,opening_hours,operator,phone,brand,brand:wikidata,brand:wikipedia,historic,wheelchair,description,fee,man_made,capacity,name:en,outdoor_seating,wikidata,uuid,access,addr:unit,takeaway,smoking
-110.7993255,39.5985762,Ascension Lutheran Church,place_of_worship,,,1701,,,,,,christian,,,lutheran,,,,,,,,,,,,,,,,,,,,,
-111.6584266,40.236015,Ascent,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9928942,41.0708157,ASC Processing Systems,,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0132792,41.5043797,Asemblea de Dios,place_of_worship,,,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6273235,40.1619959,Ashford Assisted Living & Memory Care,social_facility,,,,,333,South 950 West,Springville,84663,,UT,,,https://www.ashfordutah.com/,Mo-Su 09:00-18:00,,+1-801-489-1940,,,,,,,,,,,,,,,,,
-111.8991935,40.7313441,Ashley Furniture,,furniture,,,,,,,,,,,,,,,,Ashley HomeStore,Q4805437,en:Ashley HomeStore,,,,,,,,,,,,,,
-111.8950552,40.5122285,Ashley Furniture,,furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5323524,37.1223069,Ashley Furniture HomeStore,,furniture,,,,,,,,,,,,,Mo-Sa 10:00-20:00,,,,,,,,,,,,,,,,,,,
-111.9664278,40.7382212,Ashley Furniture Homestore Warehouse,,furniture,,,,1415,S 3200 W,,,,,,,https://www.ashleyfurniturehomestore.com/,Tu-Sa 09:00-17:00,,801 433-9292,,,,,,Ashley Homestore Distribution Center,,,,,,,,,,,
-109.5242133,40.4554968,Ashley Trading Post,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5309702,40.4580156,Ashley Valley Medical Center Chapel,place_of_worship,,,1626,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,
-112.0874277,38.7694119,Ashman School,school,,,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.5578004,39.3577758,Ashton's Burger Barn,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5235577,37.1258615,Asia Nails,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8138722,40.3787473,Asian Buffet,restaurant,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8893157,40.6980372,Asian Gift,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8951713,40.5631064,Asian Gifts,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8715758,40.5923966,Asian Potato Chinese & Thai,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8575401,40.6134636,Asian Star,restaurant,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.8383333,40.5169444,Aspen Campground,,,camp_site,,,,,,,,,,,,,USFS,,,,,,,,,,,,,,sonora_20130614,,,,
-112.6739426,37.5220106,Aspen Mirror Trail,,,information,,,,FS Road # 30057,Cedar City,,,UT,,,,,,,,,,,,,,,,,,,,,,,
-111.8510307,40.67334,Aspen Park Memory Care Community,nursing_home,,,,,1430,East 4500 South,Salt Lake City,84117,,,,,https://www.silveradocare.com/silverado-locations/utah/salt-lake-city/aspen-park/,,,+1 385 313 9202,,,,,,,,,,,,,,,,,
-111.6510331,40.2788436,Aspen Senior Center,social_facility,,,1455,,3410,North Canyon Road,Provo,84604,,,,,,,,,,,,,yes,,,,,,,,,,,,
-111.8429995,41.7504858,Assembly of God Church,place_of_worship,,,1370,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,
-112.0790941,38.7696897,Assembly of God Church,place_of_worship,,,1623,,,,,,christian,,,pentecostal,,,,,,,,,,,,,,,,,,,,,
-109.5375858,40.4623861,Assembly of God Church,place_of_worship,,,1632,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,
-110.8012701,39.5977429,Assembly of God Church,place_of_worship,,,1696,,,,,,christian,,,pentecostal,,,,,,,,,,,,,,,,,,,,,
-113.0941162,37.6844212,Assembly of God Church,place_of_worship,,,1726,,,,,,christian,,,pentecostal,,,,,,,,,,,,,,,,,,,,,
-112.642163,38.2824705,Assembly of God Church,place_of_worship,,,1803,,,,,,christian,,,pentecostal,,,,,,,,,,,,,,,,,,,,,
-112.8466112,37.8444197,Assembly of Jesus Christ,place_of_worship,,,1803,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,
-111.8678736,40.7600995,Assos of Switzerland,,bicycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8895381,40.6266415,Astro Burger,fast_food,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8879252,40.6873851,Astro Burger,restaurant,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4949365,40.6422932,Astrology Boutique,,boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.906154,40.982771,As you Wish,,interior_decoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9426382,40.6710876,ATC Monument,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.1235713,38.9679178,Athena mountain bike trailhead,parking,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,
-111.9745096,41.2209039,Athenian,restaurant,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0068158,41.1773069,At Home,,interior_decoration,,,,1134,West Riverdale Road,Riverdale,84405,,UT,,,,,,,,,,,,The Home Décor Superstore,,,,,,,,,,,
-111.8907229,40.7619407,Atlantic Cafe & Market,restaurant,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0615233,40.6967628,Atlantis Burger,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.916475,40.7609378,Atonement United Methodist Church,place_of_worship,,,1293,,,,,,christian,,,methodist,,,,,,,,,,,,,,,,,,,,,
-111.9803238,41.1923435,AT&T,,mobile_phone,,,,4025,South Riverdale Road,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,ATT,,,,,,,
-113.5542801,37.1066574,AT&T,,mobile_phone,,,,,,,,,,,,,"Mo-Fr 09:00-20:00, Sa 09:00-20:00, Su 12:00-17:00",,,AT&T,Q298594,en:AT&T Mobility,,yes,,,,,,,,,,,,
-111.6997791,40.2955616,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,Inside store ,,,,,,,,,,,
-111.6821813,40.2748285,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.698363,40.2968572,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.8890511,40.5263359,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.891579,40.5461088,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.8625786,40.582537,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.8356989,40.6247348,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.8866664,40.6355054,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.9575481,40.6943068,AT&T,,mobile_phone,,,,,,,,,,,,,,,,AT&T,Q298594,en:AT&T Mobility,,,,,,,,,,,,,,
-111.9818248,41.1954421,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,ATT,,,,,,,
-113.524456,37.1272689,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5506121,40.4505139,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8707098,40.7242552,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8901192,40.7682309,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8985441,40.8618682,AT&T,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.948821,41.1764624,AT&T Authorized Retailer,,mobile_phone,,,,1210,East 4800South,Ogden,84403,,UT,,,https://www.att.com,Mo-Sa 10:00-20:00,,+1-801-475-1860,AT&T,,,,,"Telecommunications company offering cellphones, home telephone, and Internet services through a variety of devices.",,,,,,Q298594,,,,,
-111.9764475,41.0782831,AT&T Authorized Retailer,,mobile_phone,,,,2092,Ring Road,Layton,84041,,UT,,,https://www.att.com,"Mo-Sa 10:00-21:00; Su 12:00-18:00",,+1-801-593-6141,AT&T,,,,,"Telecommunications company offering cellphones, home telephone, and Internet services through a variety of devices.",,,,,,Q298594,,,,,
-111.9795883,41.0740344,AT&T Company Store,,mobile_phone,,,,936,North Main Street,Layton,84041,,UT,,,https://www.att.com,"Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 10:00-17:00",,+1-801-444-5171,AT&T,,,,,"Telecommunications company offering cellphones, home telephone, and Internet services through a variety of devices.",,,,,,Q298594,,,,,
-111.4978233,40.6472476,"Atticus Coffee, Books, and Teahouse",cafe,,,,,,,,,,,,,http://www.atticustea.com/,,,,,,,,,,,,,,yes,,,,,,
-111.4011581,38.1944403,ATV Staging Area,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4754995,38.266068,ATV Staging Area,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4928359,38.2828837,ATV Staging Area,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8598688,40.7245328,Aubergine Company,restaurant,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8952088,40.430285,Aubergine & Company,restaurant,,,,mediterranean,3430,Ashton Boulevard,Lehi,84043,,UT,,,,,,,,,,,,,,,,,,,,,#100,,
-111.9819508,41.1914281,Audibel Hearing Center,,hearing_aids,,,,4035-A,Riverdale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5188981,37.1263536,Auntie Anne's,fast_food,,,,pretzel,,,,,,,,,,"Mo-Sa 08:00-22:00, Su 09:00-20:00",,,,,,,yes,,,,,,,,,,,,
-111.9790034,40.7868362,Auntie Anne's Pretzels,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.937705,38.9263522,Aurora Cemetery,grave_yard,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9379827,38.9207967,Aurora Post Office,post_office,,,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4213242,38.2992535,Austin's Chuckwagon Lodge and General Store,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.8609944,39.6516309,Austrian Central Cemetery,grave_yard,,,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5695323,37.1102024,Auto Gallery,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5291638,40.4544079,Automated Business Equipment,,copyshop,,,,36 W 100 S,,Vernal,84078,,UT,,,http://www.automatedbusinessequipment.net/,,,(435) 789-8275,,,,,,,,,,,,,,,,,
-111.8570706,40.6129581,AutoSpa Express,car_wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.528062,40.4544212,Auto Value of Vernal,,car_parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5871675,37.0948696,Autozone,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5260578,37.1270314,Autozone,,car_repair,,,,,,,,,,,,,"Mo-Sa 07:30-21:00; Su 08:00-20:00",,,,,,,yes,,,,,,,,,,,,
-111.5876696,39.374242,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-111.890503,40.6276581,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-111.9886156,40.6520004,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-111.9383084,40.6789561,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-111.9395857,40.7420516,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-112.2977053,40.5502782,AutoZone,,car_parts,,,,,,,,,,,,,,,,AutoZone,Q4826087,en:AutoZone,,,,,,,,,,,,,,
-109.550335,40.4509678,AutoZone,,car_parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9301604,40.8523729,AutoZone,,car_parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.872482,40.7727221,Avenues Bistro,restaurant,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8784712,40.7789469,Avenues Surgical Center,clinic,,,,,359,8th Avenue,Salt Lake City,84103,,,,,https://intermountainhealthcare.org/locations/location-details/lds-hospital/avenues-surgical-center-building-2/avenues-surgical-center/,Mo-Fr 08:00-19:00,Intermountain Healthcare,+1 801 408 3200,,,,,,,,,,,,,,,,,
-111.8632429,40.7255754,Avenues Yoga,,,,,,,,,,,,fitness_centre,,,,,,,,,,,,,,,,,,,,,,
-110.77,39.8733333,Avintaquin Campground,,,camp_site,,,,,,,,,,,,,USFS,,,,,,,,,,,,,,sonora_20130614,,,,
-110.862937,39.9666255,Avintaquin Wildlife Management Area,,,,2420,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.893526,40.7636307,Avis,car_rental,,,,,,,,,,,,,,,Avis,,Avis,,,,,,,,,,,,,,,,
-111.9805145,41.2087307,Avis Car Sales,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9814031,41.1984758,Avon,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4137653,40.5066851,Avon Theater,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q43262315,,,,,
-111.9461633,41.1026394,AVWORX,,hifi,,,,1090,East 3025 North,Layton,84040,,UT,,,,,,,,,,,,,,,,,,,,,,,
-111.6594711,40.2198766,A&W,fast_food,,,,burger,,,,,,,,,,,,,A&W,Q277641,en:A&W Restaurants,,,,,,,,,,,,,,
-111.8350705,41.7447751,A&W,fast_food,,,,burger,,,,,,,,,,,,,A&W,Q277641,en:A&W Restaurants,,,,,,,,,,,,,,
-112.026515,41.1641337,A&W,fast_food,,,,burger,,,,,,,,,,,,,A&W,Q277641,en:A&W Restaurants,,,,,,,,,,,,,,
-111.8893479,40.6434918,A&W,fast_food,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.026671,41.1223702,A&W,fast_food,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5297902,37.1269775,Awern Rentals,equipment_rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6694939,40.2637848,A&W - KFC,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5003454,40.6612495,A Wok Away,restaurant,,,,chinese,1890,Bonanza Drive,Park City,84060,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9838105,41.0793395,Aw Towing,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8277026,39.0466284,Axtell Cemetery,grave_yard,,,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8213135,39.0552395,Axtell Post Office,post_office,,,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.0239683,41.1671405,Aztec Highway,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5568927,40.1496691,B,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.503701,40.023626,B1,,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6560429,40.4070873,B-25 wreckage,,,,,,,,,,,,,,,,,,,,,aircraft_wreck,,,,,,,,,,,,,
-111.9068263,40.9843235,Baby Gap,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5216139,38.5760194,Baby Lions Back,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.3348833,37.2024694,Babylon Arch,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.9868539,37.2002826,Backcountry Registration,ranger_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5298575,40.4554829,Backdoor Grill,restaurant,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.6780556,37.9922222,Backfin Arch View,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.496222,40.6440579,Backscratcher Tees,,clothes,,,,467,Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9943051,41.0712283,Backus Excavating,,trade,,,,751,Marshall Way N,Layton,84041,,ut,,,,,,801-458-6204,,,,,,,,,,,,,,,,,
-111.870219,40.7257883,Bad Apple,,mall,,,,723 E,2100 South,Salt Lake City,84106,,UT,,,https://badapplerepair.com/stores/sugar-house,Mo-Sa 10:00-20:00,,(801) 694-7234,,,,,,,,,,,,,,,,,
-111.9392495,40.5636951,Bad Apple,,mobile_phone,,,,10324 S,Redwood Road,South Jordan,84095,,UT,,,https://badapplerepair.com/stores/south-jordan,Mo-Sa 09:00-20:00,,(801) 634-2300,,,,,,,,,,,,,,,,,
-111.8904219,40.7608736,Bad Apple,,mobile_phone,,,,15 East,400 South,Salt Lake City,84111,,UT,,,https://badapplerepair.com/stores/salt-lake-city,Mo-Fr 10:00-18:00,,(801) 664-0345,,,,,,,,,,,,,,,,,
-111.8916758,40.8874145,Bad Apple,,mobile_phone,,,,163,South 500 West,Bountiful,84010,,UT,,,https://badapplerepair.com/stores/bountiful,Mo-Sa 10:00-20:00,,(801) 618-8823,,,,,,,,,,,,,,,,,
-112.0242335,40.7069022,Bad Apple,,mobile_phone,,,,2927 S,5600 West,West Valley City,84120,,UT,,,https://badapplerepair.com/stores/west-valley-city,Mo-Sa 10:00-20:00,,(801) 360-6720,,,,,,,,,,,,,,,Ste B,,
-111.9549054,40.6953752,Bad Apple,,mobile_phone,,,,3601,Constitution Boulevard,West Valley City,84119,,UT,,,https://badapplerepair.com/stores/valley-fair-mall,"Mon-Sat:10AM-9PM, Sun:12PM-6PM",,(801) 230-7145,,,,,,"Bad Apple provides expert phone and tablet repair in West Valley City, Utah. Our technicians can fix iphones and ipads as well as Samsung and other android phones and tablets. Save money and buy one of our warrantied refurbished phones or tablets!",,,,,,,,,K112,,
-111.9817166,41.189313,Bad Apple,,mobile_phone,,,,4066,South Riverdale Road,Riverdale,84405,,UT,,,https://badapplerepair.com/stores/ogden,Mo-Sa 10:00-20:00,,(385) 368-0333,,,,,,,,,,,,,,,,,
-111.8788259,40.52699,Bad Apple,,mobile_phone,,,,437 East,12300 South,Draper,84020,,Utah,,,https://badapplerepair.com/stores/draper,Mo-Sa 10:00-20:00,,(385) 529-3172,,,,,,,,,,,,,,,,,
-111.7896757,40.3606831,Bad Apple,,mobile_phone,,,,777 S,Auto Mall Dr,American Fork,84003,,UT,,,https://badapplerepair.com/stores/american-fork,Mo-Fr 09:00-17:00,,(801) 360-1216,,,,,,"Bad Apple provides expert phone and tablet repair in American Fork, Utah. Our technicians can fix iphones and ipads as well as Samsung and other android phones and tablets. Save money and buy one of our warrantied refurbished phones or tablets!",,,,,,,,,#111,,
-111.6946943,40.2957438,Bad Apple,,mobile_phone,,,,79,South State Street,Orem,84058,,UT,,,https://badapplerepair.com/stores/orem,Mon-Sat:9AM-8PM,,(801) 664-3561,,,,,,"Bad Apple provides expert phone and tablet repair in Orem, Utah. Our technicians can fix iphones and ipads as well as Samsung and other android phones and tablets. Save money and buy one of our warrantied refurbished phones or tablets!",,,,,,,,,,,
-111.691785,40.2959291,Bad Apple,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.499055,40.435455,Bad Boys Autobody,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8915315,40.7653586,Bagels and Greens,restaurant,,,,"bagels;salads",170,Main Street,Salt Lake City,,,UT,,,https://bagelsandgreens.com/,Mo-Fr 7:00-3:00,,801-355-2400,,,,,,,,,,,no,,,,,,
-111.8754181,40.5264106,Bahama Buck's,ice_cream,,,,,582,East 12300 South,Draper,84020,,UT,,,,"Mo-Th 12:00-22:30, Fr-Sa 12:00-23:00",,,,,,,,,,,,,,,,,,yes,
-109.5653045,40.4400886,Bahama Mamas Tanning,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8657723,40.7259641,Baile Dance Fitness Studio,,,,,,,,,,,,fitness_centre,,,,,,,,,,,,,,,,,,,,,,
-111.50703,40.6515347,Baja Cantina,restaurant,,,,mexican,1355,Lowell Avenue,Park City,84060,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6577214,40.2984349,Bajio Mexican Grill,restaurant,,,,mexican,4801,North University Avenue,Provo,84604,,UT,,,,,,,,,,,,,,,,,,,,,760,,
-111.9785827,41.0713401,Bajio Mexican Grill,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.870634,40.5272648,Bake 360,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6570449,40.5810933,Baked & Brewed,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.642572,37.3771684,Baker Reservoir Recreation Area,,,,1493,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-109.4778471,37.6241333,Bakery coffee,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5219417,37.1112195,Balance Beam with shade cover,,,,,,,,,,,,playground,,,,,,,,,,,,,,,,,,,,,,
-109.6779576,38.4966934,Balanced Rock,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.85485,39.684543,Balanced Rock Eatery,restaurant,,,,american,148,South Main Street,Helper,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.3825744,38.5733552,Balanced Rock Mesa,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.5043768,38.4354037,Balcony Arch,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5424146,39.3294068,Bald Mountain Wildlife Management Area,,,,2281,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-109.7138673,38.9695624,Ballard RV park,,,hotel,,,,Ballard Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7175761,40.2779526,Ballerina,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9976973,37.5268515,Ballerina Spire,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.401244,40.1979839,Balsam Campground,,,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8914481,40.7647475,Bambara,restaurant,,,,american,202,South Main Street,,84101,,,,,http://www.bambara-slc.com/,,,,,,,,,,,,,,,,,,,,no
-110.7785122,39.8082537,Bamberger Monument,,,,2195,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,
-111.9762388,41.2685839,Bam! Lego Store,,toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.6795979,40.2751172,Banana Republic,,clothes,,,,,,,,,,,,,,,,Banana Republic,Q806085,en:Banana Republic,,,,,,,,,,,,,,
-111.9776277,40.6226965,Banana Republic,,clothes,,,,,,,,,,,,,,,,Banana Republic,Q806085,en:Banana Republic,,,,,,,,,,,,,,
-111.886609,40.6363197,Banana Republic,,clothes,,,,,,,,,,,,,,,,Banana Republic,Q806085,en:Banana Republic,,,,,,,,,,,,,,
-111.906209,40.9843707,Banana Republic,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.5528876,40.7270864,Banana Republic Factory,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.514105,40.6620709,Bandannas Bar and Grill,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9072003,40.9832566,Bandidos Taqueria,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8032726,40.6350741,Bandits American Grill,restaurant,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4957957,40.6438639,Bandits Grill and Bar,restaurant,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9711104,41.2094571,Bangkok Grill,restaurant,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109.549931,38.572355,Bangkok House Too,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8894213,40.7637946,Bangkok Terrace,restaurant,,,,thai,61,East Gallivan Avenue,Salt Lake City,84111,,,,,,,,,,,,,,,,,,,,,,,,,no
-113.5761573,37.1102283,Bank of American Fork,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7977864,40.3769859,Bank of American Fork,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8672074,40.5809339,Bank of American Fork,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.5781475,37.1101941,Bank of Utah,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8912481,40.5821801,Bank of Utah,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.1663695,41.7125043,Bank of Utah,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4972088,40.6458418,Bankok Thai on Main,restaurant,,,,"asian;thai",605,Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4954206,40.6431526,Banksy,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.4968584,40.6447505,Banksy,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8908356,40.7652074,Banner Bank,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.2826832,40.6480069,Baptist Community Bible Church,place_of_worship,,,1969,,,,,,christian,,,baptist,,,,,,,,,,,,,,,,,,,,,
-111.7874434,40.4322457,Barbacoa,fast_food,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9115079,40.5575738,Barbacoa,fast_food,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8360202,40.6247183,Barbacoa,fast_food,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.8913984,40.763038,Barbacoa,restaurant,,,,mexican,280S,Main Street,Salt Lake City,,,UT,,,,,,,,,,,,,,,,,,,,,,,
-111.883109,40.5265332,Barbacoa,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.9393874,40.6092954,Barbacoa,restaurant,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-111.7956094,40.6859845,Barbacoa,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
